TE	B22	COR	FIN	GIM	JUT	KIE	LUN	MUN	R177	R375	REF	SLO	TEN	TOM
TE_20194	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20195	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20196	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20197	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20198	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20199	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20200	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20201	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20202	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20203	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20204	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20205	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20206	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20207	0	0	0	1	1	0	1	0	0	0	1	0	1	0
TE_20208	0	0	0	1	1	1	0	0	0	0	1	0	1	0
TE_20209	0	0	0	1	0	0	0	0	0	1	0	0	0	0
TE_20210	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20211	0	0	0	1	0	1	0	0	0	0	0	0	0	0
TE_20212	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20213	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20214	0	0	0	1	0	1	0	0	0	0	0	0	0	0
TE_20215	0	0	0	1	0	1	1	1	0	1	1	0	0	0
TE_20216	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20217	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20218	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20219	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20220	0	0	0	1	0	1	0	0	0	0	0	0	0	0
TE_20221	0	0	0	1	0	0	1	0	0	0	0	0	0	0
TE_20222	0	0	0	1	1	0	0	0	0	0	0	1	0	1
TE_20223	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20224	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20225	0	0	0	1	0	0	0	0	0	0	0	1	0	0
TE_20226	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20227	0	0	0	1	0	1	0	0	0	0	0	1	0	0
TE_20228	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20229	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20230	0	0	0	1	0	0	1	1	1	1	1	1	1	0
TE_20231	0	0	0	1	0	0	0	1	0	1	0	1	0	0
TE_20232	0	0	0	1	0	0	1	1	1	1	0	0	0	0
TE_20233	0	0	0	1	0	0	0	0	0	0	0	0	1	0
TE_20234	0	0	0	1	1	0	0	0	0	0	0	0	1	0
TE_20235	0	0	0	1	0	0	0	0	0	0	0	0	1	0
TE_20236	0	0	0	1	0	0	0	0	0	0	0	0	1	0
TE_20237	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20238	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20239	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20240	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20241	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20242	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20243	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20244	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20245	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20246	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20247	0	0	0	1	0	0	0	1	0	0	0	0	0	1
TE_20248	0	0	0	1	0	0	0	1	0	0	0	0	0	0
TE_20249	0	0	0	1	0	0	0	1	1	0	0	0	0	0
TE_20250	0	0	0	1	0	0	0	1	1	1	0	0	1	0
TE_20251	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20252	0	0	0	1	1	1	0	0	0	1	0	0	0	1
TE_20253	0	0	0	1	0	1	0	0	0	1	0	0	0	1
TE_20254	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20255	0	0	0	1	0	0	0	0	0	0	0	0	1	0
TE_20256	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20257	0	0	0	1	0	0	0	1	0	0	0	0	1	0
TE_20258	0	0	0	1	0	0	0	1	1	0	0	0	0	1
TE_20259	0	0	0	1	0	0	0	0	0	0	1	0	1	0
TE_20260	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20261	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20262	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20263	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20264	0	0	0	1	0	1	1	0	0	0	0	1	0	0
TE_20265	0	0	0	1	0	0	0	0	0	0	1	0	0	0
TE_20266	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20267	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20268	0	0	0	1	0	0	0	0	0	0	0	0	1	0
TE_20269	0	0	0	1	0	1	0	0	1	0	1	0	1	0
TE_20270	0	0	0	1	0	1	0	1	0	0	0	1	0	0
TE_20271	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20272	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20273	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20274	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20275	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20276	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20277	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20278	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20279	0	0	0	1	0	0	0	0	1	0	0	1	1	1
TE_20280	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20281	0	0	0	1	0	0	0	0	1	0	0	0	0	0
TE_20282	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20283	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20284	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20285	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20286	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20287	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20288	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20289	0	0	0	1	0	0	0	0	0	1	0	0	1	0
TE_20290	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20291	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20292	0	0	0	1	1	0	1	0	0	1	1	1	0	1
TE_20293	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20294	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20295	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20296	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20297	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20298	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20299	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20300	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20301	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20302	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20303	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20304	0	0	0	1	1	1	1	1	1	0	1	0	1	0
TE_20305	0	0	0	1	1	1	1	1	1	0	0	1	1	0
TE_20306	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20307	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20308	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20309	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20310	0	0	0	1	0	0	1	0	0	0	0	0	0	1
TE_20311	0	0	0	1	0	0	0	0	0	0	0	0	1	0
TE_20312	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20313	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20314	0	0	0	1	0	0	0	0	1	0	0	0	0	0
TE_20315	0	0	0	1	0	0	0	0	1	0	0	0	1	0
TE_20316	0	0	0	1	0	0	0	0	1	0	0	0	1	0
TE_20317	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20318	0	0	0	1	0	0	0	1	0	0	0	0	0	0
TE_20319	0	0	0	1	1	1	1	1	1	1	1	1	1	1
TE_20320	0	0	0	1	0	0	0	0	0	1	0	0	0	1
TE_20321	0	0	0	1	0	0	0	0	1	1	0	0	0	1
TE_20322	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20323	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20324	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20325	0	0	0	1	0	0	1	0	0	0	0	0	1	0
TE_20326	0	0	0	1	0	1	1	1	0	1	0	0	0	1
TE_20327	0	0	0	1	0	0	0	0	1	0	1	1	0	1
TE_20328	0	0	0	1	0	0	0	0	0	1	0	0	0	0
TE_20329	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20330	0	0	0	1	0	1	0	1	0	1	0	0	1	1
TE_20331	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20332	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20333	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20334	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20335	0	0	0	1	0	0	0	1	1	0	0	1	0	0
TE_20336	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20337	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20338	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20339	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20340	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20341	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20342	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20343	0	0	0	1	0	0	1	0	0	0	0	0	0	1
TE_20344	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20345	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20346	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20347	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20348	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20349	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20350	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20351	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20352	0	0	0	1	0	0	0	0	0	0	0	0	1	0
TE_20353	0	0	0	1	0	1	1	0	0	0	1	0	0	0
TE_20354	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20355	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20356	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20357	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20358	0	0	0	1	0	0	1	0	1	0	1	1	0	0
TE_20359	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20360	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20361	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20362	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20363	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20364	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20365	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20366	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20367	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20368	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20369	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20370	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20371	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20372	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20373	0	0	0	1	1	1	1	1	1	1	1	1	1	1
TE_20374	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20375	0	0	0	1	1	1	1	0	0	0	0	0	0	0
TE_20376	0	0	0	1	0	0	0	0	0	1	0	0	0	1
TE_20377	0	0	0	1	0	0	0	0	0	0	0	0	1	1
TE_20378	0	0	0	1	0	0	0	1	0	0	0	0	0	1
TE_20379	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20380	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20381	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20382	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20383	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20384	0	0	0	1	0	0	1	1	0	0	0	0	1	1
TE_20385	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20386	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20387	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20388	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20389	0	0	0	1	0	0	0	0	1	0	0	0	0	1
TE_20390	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20391	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20392	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20393	0	0	0	1	0	1	0	0	1	1	0	1	0	0
TE_20394	0	0	0	1	1	1	0	1	1	1	1	1	1	1
TE_20395	0	0	0	1	1	1	1	1	1	1	0	1	1	1
TE_20396	0	0	0	1	0	1	0	0	1	0	0	0	0	1
TE_20397	0	0	0	1	0	0	0	1	0	0	0	0	0	0
TE_20398	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20399	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20400	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20401	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20402	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20403	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20404	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20405	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20406	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20407	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20408	0	0	0	1	0	0	0	0	0	1	0	0	0	0
TE_20409	0	0	0	1	0	0	1	1	0	0	0	0	0	0
TE_20410	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20411	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20412	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20413	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20414	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20415	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20416	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20417	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20418	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20419	0	0	0	1	0	0	0	0	0	0	1	0	0	1
TE_20420	0	0	0	1	1	0	0	1	0	1	0	1	0	1
TE_20421	0	0	0	1	0	0	0	0	1	1	0	1	0	1
TE_20422	0	0	0	1	0	0	0	0	1	1	0	0	0	1
TE_20423	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20424	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20425	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20426	0	0	0	1	0	0	0	0	0	1	0	0	0	0
TE_20427	0	0	0	1	0	0	0	0	0	0	1	0	0	0
TE_20428	0	0	0	1	0	1	0	0	0	0	0	0	0	0
TE_20429	0	0	0	1	0	1	0	0	0	0	0	0	0	0
TE_20430	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20431	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20432	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20433	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20434	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20435	0	0	0	1	0	0	0	1	1	0	1	0	0	0
TE_20436	0	0	0	1	0	1	0	0	0	1	0	0	0	0
TE_20437	0	0	0	1	0	0	0	0	1	0	0	0	0	0
TE_20438	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20439	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20440	0	0	0	1	0	0	0	0	0	0	0	0	1	0
TE_20441	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20442	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20443	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20444	0	0	0	1	0	0	1	0	0	0	0	0	0	0
TE_20445	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20446	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20447	0	0	0	1	0	1	0	0	0	0	0	1	0	0
TE_20448	0	0	0	1	1	0	0	0	0	0	0	0	1	0
TE_20449	0	0	0	1	1	0	1	1	0	1	1	0	1	1
TE_20450	0	0	0	1	0	0	0	0	0	1	1	0	0	1
TE_20451	0	0	0	1	0	0	1	0	0	0	0	0	1	1
TE_20452	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20453	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20454	0	0	0	1	0	0	0	0	0	1	0	0	0	0
TE_20455	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20456	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20457	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20458	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20459	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20460	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20461	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20462	0	0	0	1	0	0	0	0	0	0	0	1	0	1
TE_20463	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20464	0	0	0	1	0	0	1	1	0	0	1	0	0	0
TE_20465	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20466	0	0	0	1	0	0	0	1	0	1	1	0	0	0
TE_20467	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20468	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20469	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20470	0	0	0	1	0	0	0	0	0	1	0	0	0	0
TE_20471	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20472	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20473	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20474	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20475	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20476	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20477	0	0	0	1	1	1	1	0	0	0	0	1	0	0
TE_20478	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20479	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20480	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20481	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20482	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20483	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20484	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20485	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20486	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20487	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20488	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20489	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20490	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20491	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20492	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20493	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20494	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20495	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20496	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20497	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20498	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20499	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20500	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20501	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20502	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20503	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20504	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20505	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20506	0	0	0	1	0	1	1	0	0	0	0	0	0	0
TE_20507	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20508	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20509	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20510	0	0	0	1	0	0	0	1	0	0	0	0	0	0
TE_20511	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20512	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20513	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20514	0	0	0	1	0	0	0	0	0	1	0	0	0	0
TE_20515	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20516	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20517	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20518	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20519	0	0	0	1	0	0	0	0	0	0	0	0	0	1
TE_20520	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20521	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20522	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20523	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20524	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20525	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20526	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20527	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20528	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20529	0	0	0	1	0	0	1	0	0	0	0	0	0	0
TE_20530	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20531	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20532	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20533	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20534	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20535	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20536	0	0	0	1	0	0	0	0	0	0	0	1	0	0
TE_20537	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20538	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20539	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20540	0	0	0	1	0	1	0	0	1	0	1	0	0	1
TE_20541	0	0	0	1	0	1	0	0	0	0	0	0	0	1
TE_20542	0	0	0	1	0	1	0	0	0	0	0	0	0	1
TE_20543	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20544	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20545	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20546	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20547	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20548	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20549	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20550	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20551	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20552	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20553	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20554	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20555	0	0	0	1	1	0	0	1	0	1	1	0	1	0
TE_20556	0	0	0	1	1	1	0	0	0	0	1	0	0	1
TE_20557	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20558	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20559	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20560	0	0	0	1	0	1	0	0	0	1	1	1	0	0
TE_20561	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20562	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20563	0	0	0	1	0	0	0	0	0	0	0	0	0	1
TE_20564	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20565	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20566	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20567	0	0	0	1	0	1	0	0	0	1	0	1	0	0
TE_20568	0	0	0	1	0	1	0	0	0	0	0	1	0	0
TE_20569	0	0	0	1	0	0	0	1	0	0	0	0	0	0
TE_20570	0	0	0	1	0	0	0	0	0	0	0	1	0	0
TE_20571	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20572	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20573	0	0	0	1	0	0	0	0	0	1	0	0	1	0
TE_20574	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20575	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20576	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20577	0	0	0	1	0	1	0	0	1	1	1	1	1	1
TE_20578	0	0	0	1	1	0	0	0	0	0	0	1	0	0
TE_20579	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20580	0	0	0	1	0	0	0	0	0	0	1	0	1	0
TE_20581	0	0	0	1	0	0	0	1	0	0	0	0	0	0
TE_20582	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20583	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20584	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20585	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20586	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20587	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20588	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20589	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20590	0	0	0	1	0	1	1	1	0	0	0	1	1	1
TE_20591	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20592	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20593	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20594	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20595	0	0	0	1	1	0	0	0	0	0	0	0	0	0
TE_20596	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20597	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20598	0	0	0	1	0	0	0	0	0	0	0	1	0	0
TE_20599	0	0	0	1	0	0	0	0	0	0	0	1	0	0
TE_20600	0	0	0	1	0	0	0	0	0	0	0	1	0	0
TE_20601	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20602	0	0	0	1	0	0	1	1	0	1	0	1	1	1
TE_20603	0	0	0	1	0	0	0	0	0	0	0	0	0	0
